SaleID,price
200000,1267.88811784926
200001,1989.3840012437413
200002,8449.446672633141
200003,1198.4731145725013
200004,1996.958035211385
200005,1103.2088694487336
200006,445.1623856122389
200007,3242.3083940226597
200008,12731.994954960037
200009,598.4195784478521
200010,632.7075064417502
200011,2523.443402822036
200012,5777.934508284443
200013,7282.5321586964155
200014,1289.1297733663475
200015,256.9108067962003
200016,1743.0044248081733
200017,8381.128566846583
200018,6587.298249579687
200019,694.2160483670489
200020,24695.273834974894
200021,7657.758243711226
200022,2028.924463712782
200023,1545.3943131669985
200024,857.3654110286745
200025,7900.672213661138
200026,568.6436058611074
200027,12248.162252382965
200028,4002.460744355468
200029,7968.386149659958
200030,18250.03578875172
200031,12828.152956442038
200032,603.8534873784155
200033,14666.947495828232
200034,785.2098496625537
200035,2017.2417932533012
200036,14193.718834901161
200037,5732.737235521202
200038,1571.9820929000534
200039,353.82278627974154
200040,595.3624535477194
200041,27829.197761244577
200042,439.51531723385887
200043,7607.56660711133
200044,18731.950552484028
200045,503.5636774008502
200046,15623.19538535881
200047,17564.84483050225
200048,2202.5992087314194
200049,3242.7009611064323
200050,498.5181594671743
200051,4401.826615044883
200052,2881.9641157640444
200053,495.67190473314184
200054,13406.512049800944
200055,11245.180488168739
200056,5691.150236045769
200057,3347.292473248802
200058,1000.1734861650536
200059,5200.448286216573
200060,8555.88002263039
200061,1108.3815982609
200062,5588.832304644861
200063,8163.799602664474
200064,1283.2118796045104
200065,1662.5301032093696
200066,497.50341954929337
200067,10046.266607293739
200068,190.27433969374755
200069,17239.695633518364
200070,9132.000506657481
200071,312.61644459424105
200072,6776.358277222901
200073,18551.444160122555
200074,3975.827480576557
200075,12684.65480648951
200076,2995.751856543139
200077,341.13375068096695
200078,362.08645555015767
200079,2978.441632155468
200080,3041.869841586545
200081,2079.5506982046672
200082,4163.591527113176
200083,401.28692628488244
200084,1214.0199607612662
200085,1447.407298681782
200086,6972.623333203036
200087,3370.36779835517
200088,2632.1268800167595
200089,41440.97629962185
200090,2477.0931465475205
200091,207.9805197766545
200092,1474.0650839599862
200093,16345.531190478307
200094,6505.096938038123
200095,6015.565233896467
200096,2489.454733868507
200097,1196.823337054128
200098,454.5237611828361
200099,24473.34244606278
200100,21142.41926873374
200101,7206.729200142692
200102,1797.1446450919843
200103,10904.37550466857
200104,5381.651539235034
200105,4478.648199706213
200106,8046.153817179744
200107,2264.4589517024215
200108,14188.127032796485
200109,7781.576011605852
200110,599.1926225357287
200111,1988.2980317559977
200112,1798.3050020911676
200113,653.5939246876391
200114,2250.9099950992913
200115,1189.175637691006
200116,13999.18354593537
200117,16202.068386059855
200118,56740.57097754818
200119,205.6129175352868
200120,2990.169226405058
200121,2506.702549569505
200122,691.5576643839869
200123,2548.2888473557055
200124,58894.30677531611
200125,603.7553266133345
200126,2956.000228177766
200127,15600.343860793917
200128,1626.8291254701812
200129,5861.719897608593
200130,3916.551416384912
200131,2595.301536665067
200132,1477.604996908302
200133,2891.640656452146
200134,1389.2389086689302
200135,2814.3766206808914
200136,4007.3361906987243
200137,668.4773139292662
200138,9933.141952312517
200139,6503.726416701807
200140,2777.487391780766
200141,1486.0917265751348
200142,6405.166996904569
200143,6492.555050226325
200144,1323.6263072815393
200145,6341.196070365929
200146,2632.8227341173524
200147,4511.340514190573
200148,2912.2071344966594
200149,206.6409994950987
200150,11025.48143854312
200151,4980.840541636
200152,641.9164720389094
200153,499.9992513108785
200154,8004.737306118817
200155,2219.26566389877
200156,16351.332693566903
200157,7975.742130933834
200158,10000.953287340833
200159,1210.3201576378874
200160,6986.2201135969635
200161,7618.103898081361
200162,6630.848547920553
200163,1124.091988148016
200164,16654.590194792527
200165,14643.227267818165
200166,23021.897330627675
200167,3912.081791198814
200168,36269.83903715412
200169,684.0073103636153
200170,2698.1286309199627
200171,8831.578381691525
200172,1909.2155522188168
200173,35634.5304035241
200174,562.6920113289449
200175,2472.0593263552046
200176,8064.828825134697
200177,5866.550805119496
200178,5287.866034287463
200179,3706.7091537536535
200180,898.049950267945
200181,19117.415830483867
200182,4278.284484506242
200183,1525.2927214848762
200184,2218.319331272676
200185,4231.928387558466
200186,3527.2973103483587
200187,5211.085488592282
200188,11746.291997405331
200189,11432.824783680368
200190,3166.77169587736
200191,2947.253880517988
200192,1132.553196518246
200193,4732.939304569334
200194,7660.964399704952
200195,2270.4960913709474
200196,565.2678861740058
200197,21515.958116112124
200198,1218.233208792217
200199,4546.879112722286
200200,524.3247574092238
200201,7576.554721074451
200202,2055.2420995088924
200203,1574.2745679249088
200204,8145.701891695656
200205,5285.1670243513245
200206,948.9413443694732
200207,5152.074690990761
200208,5915.995359985165
200209,1681.2133743251666
200210,14048.663878031357
200211,5602.155954749249
200212,7514.834825398192
200213,9097.881579104956
200214,19446.89499815779
200215,6969.007760156198
200216,3277.796791758682
200217,1234.0986362311928
200218,10228.49113205272
200219,1259.0254205358046
200220,2785.9736563859487
200221,8104.089836424292
200222,2206.2428293442717
200223,674.958507916334
200224,12318.495430460229
200225,3203.8700116897803
200226,1202.8588657200855
200227,9144.266625612347
200228,217.59762697659986
200229,7487.067525358811
200230,9382.564957813633
200231,5091.413239934472
200232,967.1594925735131
200233,7866.2622502514005
200234,403.4548052120634
200235,8447.945006248954
200236,11842.784644729141
200237,4858.992923162905
200238,7058.396035732595
200239,8853.147947106409
200240,26076.093949268194
200241,10733.580401029098
200242,3961.191714770629
200243,2813.7683247293826
200244,6678.155565577523
200245,3965.9002798936963
200246,4111.531956004628
200247,1104.950839407014
200248,268.8967130089235
200249,10248.74100632675
200250,30001.083942406847
200251,10303.758837249698
200252,750.7035641131963
200253,9398.023259974794
200254,10772.376936655393
200255,7252.6676076751155
200256,2697.6741300823187
200257,9168.381078195394
200258,3582.1170323788187
200259,7842.966894641143
200260,1455.3014485879771
200261,3924.612416354641
200262,2642.1407848969166
200263,9087.529767220321
200264,6918.304230540862
200265,6183.339369994226
200266,1260.5218224870953
200267,14761.939796732531
200268,7031.556672520909
200269,3899.073570220615
200270,9310.708339798855
200271,2946.13156386414
200272,2805.370980804014
200273,17687.710345783795
200274,499.5795504988202
200275,13731.965404205048
200276,2224.4062671974234
200277,3091.4041372556762
200278,1636.3790691407362
200279,7807.752509913205
200280,3159.1750448773173
200281,812.4014590109321
200282,12573.841477458638
200283,6409.5359804584195
200284,395.0475044046017
200285,5344.717650390972
200286,3702.1565515313364
200287,11839.240089610594
200288,12075.916355144092
200289,3119.6459579460197
200290,6968.353088826346
200291,8162.379510327049
200292,1827.1024901747253
200293,8989.839746163925
200294,6143.71369834627
200295,1697.9127963443243
200296,2986.9990492059005
200297,7451.081719508504
200298,1405.3554618722828
200299,4909.751165670811
200300,5310.489382781903
200301,5131.688329388296
200302,1495.582742433778
200303,5964.206762297799
200304,2508.803235148699
200305,4180.645102702523
200306,1575.3632647877275
200307,15481.358392125258
200308,1413.956517169144
200309,1022.8247480305974
200310,1102.800537480944
200311,1285.0108771637147
200312,11496.208557600223
200313,1699.7471302823456
200314,3994.184435484254
200315,752.4422978166237
200316,39067.24855499745
200317,2510.263922505933
200318,401.3261074258304
200319,10368.699719555949
200320,2980.936306186408
200321,29163.509058574367
200322,15803.018021652057
200323,1350.0947299660204
200324,24659.378868717376
200325,5815.303685992393
200326,2372.137616289916
200327,26849.902743073657
200328,472.6941169049566
200329,7730.83736178218
200330,1914.7371013796849
200331,1494.5561072412152
200332,12296.05998851149
200333,1207.7014853654587
200334,537.9006874611352
200335,1499.9989923191738
200336,1400.6883145994711
200337,1152.694968925661
200338,2021.9237259874735
200339,14017.564490754847
200340,28032.008340822253
200341,2287.66013473216
200342,6325.607251150557
200343,1536.8590707926858
200344,5796.877339208046
200345,6553.247457116164
200346,1194.7532796004023
200347,11153.98309927584
200348,9635.465452350274
200349,723.772359839248
200350,9970.000497149167
200351,2350.186606441264
200352,762.5614597342549
200353,1840.1959804438297
200354,3605.5866406232367
200355,540.1317543486713
200356,4579.314118498463
200357,2324.177054461178
200358,2991.6711014141465
200359,9059.703070200154
200360,16488.670381074102
200361,1821.797369268892
200362,2005.4398462704726
200363,1273.9349038927987
200364,7906.064968061095
200365,10152.966120987792
200366,996.2561575630896
200367,5836.409341847529
200368,6362.839739198098
200369,5583.810658059889
200370,997.0581971480575
200371,10444.63808234736
200372,877.7627210772728
200373,1198.2341197112305
200374,910.1813896799774
200375,1203.9468781128703
200376,2619.2619545839334
200377,1823.6410136260479
200378,1428.7131461972253
200379,2054.443552128019
200380,786.1735433715837
200381,3895.965291535802
200382,32738.47029737261
200383,2200.7196726549755
200384,2874.870483259178
200385,761.1937875801342
200386,1088.7825204528247
200387,3851.141437892716
200388,7206.735714507607
200389,7486.167393111762
200390,379.32119384274773
200391,3436.6495351562216
200392,1001.9340065672459
200393,2967.2110723429087
200394,3882.943869909706
200395,95.71557156112036
200396,2659.2248957634474
200397,999.2987640132242
200398,2250.333679777523
200399,778.6532796225565
200400,2096.6997402922075
200401,4864.453864359755
200402,1527.9837061981048
200403,3750.1359292212082
200404,651.3040902701821
200405,696.7171228134256
200406,2261.7828371719506
200407,1522.6718247973954
200408,6608.15373823328
200409,10589.499248152915
200410,6626.067560665115
200411,1484.875475747462
200412,20990.132271470884
200413,11009.864164275314
200414,4483.886124553682
200415,9332.792091571315
200416,7962.89648697755
200417,1827.3642904178287
200418,1100.0430172491172
200419,17729.775436753418
200420,19586.43750321131
200421,1146.9756115623766
200422,1550.1790136085572
200423,1027.862385095338
200424,47844.28251750489
200425,8909.617376909624
200426,3852.9801176721476
200427,19003.40297292296
200428,1207.731509400028
200429,4497.7217649688255
200430,2950.1651645820575
200431,2757.1874189182076
200432,3890.005553150541
200433,16025.30566605166
200434,657.0208640284984
200435,5031.828135135235
200436,9572.907139824181
200437,785.4654919653955
200438,192.13748315429885
200439,1153.4915869816782
200440,1441.0472521490606
200441,1224.5979310302441
200442,1297.5921066278438
200443,5368.447345149588
200444,1211.3037568508119
200445,3059.744216544082
200446,3554.8367330398737
200447,7285.900831013903
200448,13257.349964823448
200449,1197.0209693752513
200450,2372.7579916387867
200451,1008.2061048930145
200452,3202.3888009693155
200453,3200.49454921595
200454,831.302755533607
200455,8499.604023656002
200456,1205.1810676942237
200457,1326.413944085511
200458,774.2850060150267
200459,3820.7981939982783
200460,2982.599532997504
200461,3467.30284658748
200462,5276.99721183678
200463,8471.905781895472
200464,1213.0608211607275
200465,9896.74983196008
200466,2338.9179850971
200467,2680.2410183599613
200468,2078.847324672011
200469,199.4691806603076
200470,9359.731053850886
200471,394.18273861209866
200472,9924.599971210931
200473,45581.92147269599
200474,1707.9411100868117
200475,3975.6094381986927
200476,12320.128932022893
200477,5020.107200373868
200478,4975.601883109788
200479,1102.579666334389
200480,6358.343198210318
200481,1707.41302075651
200482,1483.8502857963217
200483,2508.5428074187266
200484,2379.4038666652946
200485,4891.112178272544
200486,5301.075144972701
200487,9155.815409429062
200488,1014.9026662653594
200489,5906.544146926393
200490,9182.656459782014
200491,8170.472363218416
200492,17176.30812136383
200493,92.88094060860602
200494,2220.609366793417
200495,5365.803462576684
200496,359.32730309316975
200497,594.2670916444795
200498,17688.55148020863
200499,714.1126182528245
200500,6221.183463655209
200501,4000.3363511347475
200502,1862.5054428401686
200503,371.33725298422314
200504,2374.5663500755286
200505,5884.251323331351
200506,133.9938954283617
200507,3564.50304233442
200508,1682.621190076007
200509,1235.1826820915508
200510,9675.107389524477
200511,10245.793624745598
200512,25690.665329568837
200513,14922.776734200557
200514,12322.71157572624
200515,650.189399401162
200516,21845.24588660661
200517,8615.517321466337
200518,2410.278791274125
200519,13543.999536123243
200520,1317.475389911196
200521,22659.92293000764
200522,150.26582007008818
200523,4522.521220496403
200524,8671.571763732922
200525,505.0956547868439
200526,401.5620354615748
200527,3789.374477094397
200528,3675.328078208385
200529,600.9253476807577
200530,7164.186439390937
200531,14646.530731369876
200532,1069.6865344914531
200533,18838.452073101304
200534,1244.9109893328364
200535,249.37645576327753
200536,998.8750336081424
200537,901.791750187975
200538,3025.137457571042
200539,6893.852453151727
200540,2592.465440033773
200541,2793.720341991323
200542,2181.3301427080614
200543,3808.5190774885864
200544,499.3575077829011
200545,3685.183535001697
200546,5891.891765600334
200547,4381.345730968552
200548,4316.845101138928
200549,13050.269903759996
200550,15759.481397606502
200551,402.89093968912
200552,11262.175891823274
200553,245.97272683262577
200554,11937.452745377941
200555,1927.7968028748614
200556,3919.7725336601566
200557,11871.205032393767
200558,6791.50629468747
200559,1192.801221579171
200560,2887.0446686400887
200561,4331.453909273476
200562,20154.716652289742
200563,6311.192658380345
200564,10884.207218452782
200565,26987.414108808163
200566,7813.906781520904
200567,1891.852557876887
200568,9188.5600666664
200569,166.83429264690338
200570,1871.1600026585788
200571,3469.3867162338006
200572,10905.393882434262
200573,16121.363687193367
200574,1006.6853537110144
200575,1490.3063884321698
200576,971.6465814811097
200577,792.2368919144243
200578,21718.255957918947
200579,205.91800774171142
200580,5838.730478924192
200581,1461.6078858562814
200582,6440.8321487897065
200583,1005.3432345886971
200584,17925.938654632926
200585,6931.833683262698
200586,4274.460447693162
200587,1413.398986445118
200588,3894.6493891163154
200589,2588.854182093235
200590,240.60882528622156
200591,10334.255316151864
200592,4203.5499120081395
200593,10001.933310440485
200594,9496.9215446602
200595,495.00727045122386
200596,4009.3897524700283
200597,21830.100711437168
200598,11929.988470405977
200599,3798.6436310508825
200600,7039.81594150319
200601,7887.155048583809
200602,9956.02813996407
200603,32510.512032458228
200604,9964.919177388922
200605,1388.1730709809094
200606,5004.291228159615
200607,8013.101028096184
200608,9248.523040809265
200609,526.5681506662556
200610,7929.125091451967
200611,12663.169070239073
200612,10445.3341495866
200613,1097.8279949154396
200614,599.5445471424305
200615,395.1938826176688
200616,2759.0338746599423
200617,1737.2591945217052
200618,2716.764330344614
200619,248.89894153841223
200620,2813.105118780709
200621,10891.72630657753
200622,4855.3237232478405
200623,17572.810617230454
200624,832.9291649914088
200625,658.6025738368951
200626,2641.6874849092465
200627,5950.753466280077
200628,5198.322311125505
200629,7888.811927326349
200630,1867.7892458938163
200631,13560.111188643927
200632,1652.5248995981583
200633,5158.048664375453
200634,2179.8474347686492
200635,4824.043827766234
200636,17575.61824573011
200637,18191.55714285652
200638,1449.8331341732833
200639,2087.921741422958
200640,992.1129100522342
200641,2734.80632611699
200642,934.8409443402943
200643,6802.154233043245
200644,21644.4027227353
200645,2230.783521939174
200646,7232.37603903808
200647,9873.880770487645
200648,116.79600249627615
200649,6250.9255913740035
200650,5250.127331100749
200651,4728.450726190046
200652,509.77069950406474
200653,6413.123819580177
200654,2699.6384631621168
200655,13245.194973648182
200656,1542.9720504428446
200657,4181.519474122427
200658,7653.961865713389
200659,3093.829394715031
200660,6673.636418844816
200661,9368.876002886736
200662,2003.948273583889
200663,1359.2157965313938
200664,1897.8042347451283
200665,5596.735606364755
200666,2017.2288426801774
200667,12103.104855099073
200668,19051.29564946581
200669,1602.0637878806403
200670,8836.286808491455
200671,1194.2736927316455
200672,926.4119936204366
200673,13981.134507607241
200674,4790.712856094155
200675,5910.677334547974
200676,5184.561933898173
200677,8937.709681353323
200678,2327.095887100163
200679,1913.785184959544
200680,6456.33277806431
200681,3050.16502968696
200682,3004.5196290806934
200683,55.58494337595003
